"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"9060","FUTCUR","GBPINR","FUTURE","26-Apr-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",538,1,1000,0.0025,"Pound-Indian Rupees","","","","",102.19,108.5125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",105.35,"GBPINR"
"1050","FUTCUR","GBPINR","FUTURE","29-May-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",31,1,1000,0.0025,"Pound-Indian Rupees","","","","",102.24,108.5625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",105.4,"GBPINR"
"1018","FUTCUR","GBPINR","FUTURE","26-Jun-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",13,1,1000,0.0025,"Pound-Indian Rupees","","","","",101.01,111.6425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",106.325,"GBPINR"
"4126","FUTCUR","GBPINR","FUTURE","29-Jul-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"Pound-Indian Rupees","","","","",101.7075,112.415,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",107.06,"GBPINR"
"1203","FUTCUR","GBPINR","FUTURE","28-Aug-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",2,1,1000,0.0025,"Pound-Indian Rupees","","","","",102.51,113.3025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",107.905,"GBPINR"
"1022","FUTCUR","GBPINR","FUTURE","26-Sep-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",15,1,1000,0.0025,"Pound-Indian Rupees","","","","",103.43,114.3175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",108.8725,"GBPINR"
"2080","FUTCUR","GBPINR","FUTURE","29-Oct-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"Pound-Indian Rupees","","","","",104.54,115.5425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",110.04,"GBPINR"
"15755","FUTCUR","GBPINR","FUTURE","27-Nov-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",1,1,1000,0.0025,"Pound-Indian Rupees","","","","",103.55,114.45,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",109,"GBPINR"
"2926","FUTCUR","EURINR","FUTURE","08-Dec-2023",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",3728,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.1225,92.51,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",89.815,"EURINR"
"1695","FUTCUR","EURINR","FUTURE","15-Dec-2023",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",170,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.1625,92.555,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",89.8575,"EURINR"
"1085","FUTCUR","EURINR","FUTURE","22-Dec-2023",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",264,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.2375,92.635,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",89.935,"EURINR"
"1093","FUTCUR","EURINR","FUTURE","27-Dec-2023",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",156199,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.22,92.6125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",89.915,"EURINR"
"4291","FUTCUR","EURINR","FUTURE","29-Dec-2023",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",11997,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.2425,92.64,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",89.94,"EURINR"
"1665","FUTCUR","EURINR","FUTURE","05-Jan-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",3,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.2375,92.635,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",89.935,"EURINR"
"1297","FUTCUR","EURINR","FUTURE","12-Jan-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",4,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.74,93.1675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.4525,"EURINR"
"2234","FUTCUR","EURINR","FUTURE","19-Jan-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.87,93.3075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.5875,"EURINR"
"9273","FUTCUR","EURINR","FUTURE","25-Jan-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",88,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.3525,92.755,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.0525,"EURINR"
"1510","FUTCUR","EURINR","FUTURE","29-Jan-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",38778,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.3925,92.8,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.095,"EURINR"
"7571","FUTCUR","EURINR","FUTURE","02-Feb-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",51,1,1000,0.0025,"EURO - Indian Rupees","","","","",88.13,93.5825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.855,"EURINR"
"6514","FUTCUR","EURINR","FUTURE","09-Feb-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.515,92.9275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.22,"EURINR"
"3203","FUTCUR","EURINR","FUTURE","16-Feb-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.5625,92.98,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.27,"EURINR"
"5051","FUTCUR","EURINR","FUTURE","23-Feb-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.6375,93.06,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"EURINR"
"1029","FUTCUR","EURINR","FUTURE","27-Feb-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",14267,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.5575,92.975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.265,"EURINR"
"1015","FUTCUR","EURINR","FUTURE","27-Mar-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",2721,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.7175,93.145,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.43,"EURINR"
"9058","FUTCUR","EURINR","FUTURE","26-Apr-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",553,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.9575,93.4,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.6775,"EURINR"
"1033","FUTCUR","EURINR","FUTURE","29-May-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",38,1,1000,0.0025,"EURO - Indian Rupees","","","","",88.2975,93.76,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",91.0275,"EURINR"
"1010","FUTCUR","EURINR","FUTURE","26-Jun-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",3,1,1000,0.0025,"EURO - Indian Rupees","","","","",86.6875,95.81,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",91.2475,"EURINR"
"4124","FUTCUR","EURINR","FUTURE","29-Jul-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",123,1,1000,0.0025,"EURO - Indian Rupees","","","","",85.795,94.8275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",90.31,"EURINR"
"1073","FUTCUR","EURINR","FUTURE","28-Aug-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",3,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.1725,96.35,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",91.76,"EURINR"
"1012","FUTCUR","EURINR","FUTURE","26-Sep-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.405,96.6075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",92.005,"EURINR"
"2072","FUTCUR","EURINR","FUTURE","29-Oct-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.6775,96.905,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",92.29,"EURINR"
"15753","FUTCUR","EURINR","FUTURE","27-Nov-2024",0,"XX",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"EURO - Indian Rupees","","","","",87.9225,97.175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",92.5475,"EURINR"
"1432","OPTCUR","JPYINR","OPTION","08-Dec-2023",49,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",7.72,9.16,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.435,"JPYINR"
"6823","OPTCUR","JPYINR","OPTION","08-Dec-2023",49.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",7.47,8.91,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.495,"JPYINR"
"4035","OPTCUR","JPYINR","OPTION","08-Dec-2023",49.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",7.22,8.66,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.5875,"JPYINR"
"9179","OPTCUR","JPYINR","OPTION","08-Dec-2023",49.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",6.97,8.41,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"12836","OPTCUR","JPYINR","OPTION","08-Dec-2023",50,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",6.72,8.16,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.655,"JPYINR"
"4931","OPTCUR","JPYINR","OPTION","08-Dec-2023",50.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",6.47,7.91,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.8775,"JPYINR"
"4939","OPTCUR","JPYINR","OPTION","08-Dec-2023",50.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",6.22,7.66,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.6375,"JPYINR"
"4945","OPTCUR","JPYINR","OPTION","08-Dec-2023",50.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",5.97,7.41,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.3975,"JPYINR"
"4996","OPTCUR","JPYINR","OPTION","08-Dec-2023",51,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",5.72,7.16,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.16,"JPYINR"
"4998","OPTCUR","JPYINR","OPTION","08-Dec-2023",51.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",5.45,6.89,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.9225,"JPYINR"
"5008","OPTCUR","JPYINR","OPTION","08-Dec-2023",51.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",5.2,6.64,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.6875,"JPYINR"
"5012","OPTCUR","JPYINR","OPTION","08-Dec-2023",51.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",4.95,6.39,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.4525,"JPYINR"
"5017","OPTCUR","JPYINR","OPTION","08-Dec-2023",52,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",4.7,6.14,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.42,"JPYINR"
"5062","OPTCUR","JPYINR","OPTION","08-Dec-2023",52.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",4.45,5.89,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.17,"JPYINR"
"5084","OPTCUR","JPYINR","OPTION","08-Dec-2023",52.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",4.2,5.64,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.92,"JPYINR"
"5086","OPTCUR","JPYINR","OPTION","08-Dec-2023",52.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.95,5.39,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.67,"JPYINR"
"5090","OPTCUR","JPYINR","OPTION","08-Dec-2023",53,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.7,5.14,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.42,"JPYINR"
"5092","OPTCUR","JPYINR","OPTION","08-Dec-2023",53.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.4525,4.8925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.1725,"JPYINR"
"5094","OPTCUR","JPYINR","OPTION","08-Dec-2023",53.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.2025,4.6425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.9225,"JPYINR"
"5096","OPTCUR","JPYINR","OPTION","08-Dec-2023",53.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",2.9525,4.3925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.6725,"JPYINR"
"5098","OPTCUR","JPYINR","OPTION","08-Dec-2023",54,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",2.7025,4.1425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.4225,"JPYINR"
"5100","OPTCUR","JPYINR","OPTION","08-Dec-2023",54.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",2.4525,3.8925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.1725,"JPYINR"
"5102","OPTCUR","JPYINR","OPTION","08-Dec-2023",54.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",2.2025,3.6425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.9225,"JPYINR"
"5104","OPTCUR","JPYINR","OPTION","08-Dec-2023",54.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.9525,3.3925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.6725,"JPYINR"
"5106","OPTCUR","JPYINR","OPTION","08-Dec-2023",55,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.7025,3.1425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.4225,"JPYINR"
"5108","OPTCUR","JPYINR","OPTION","08-Dec-2023",55.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.4525,2.8925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.1725,"JPYINR"
"5187","OPTCUR","JPYINR","OPTION","08-Dec-2023",55.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.2025,2.6425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.9225,"JPYINR"
"5284","OPTCUR","JPYINR","OPTION","08-Dec-2023",55.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.9525,2.3925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.6725,"JPYINR"
"5300","OPTCUR","JPYINR","OPTION","08-Dec-2023",56,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.7025,2.1425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.4225,"JPYINR"
"5304","OPTCUR","JPYINR","OPTION","08-Dec-2023",56.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.455,1.89,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.1725,"JPYINR"
"5329","OPTCUR","JPYINR","OPTION","08-Dec-2023",56.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.2075,1.6375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.9225,"JPYINR"
"5331","OPTCUR","JPYINR","OPTION","08-Dec-2023",56.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,1.3775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.6775,"JPYINR"
"5333","OPTCUR","JPYINR","OPTION","08-Dec-2023",57,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,1.0875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.445,"JPYINR"
"5364","OPTCUR","JPYINR","OPTION","08-Dec-2023",57.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.755,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2475,"JPYINR"
"5366","OPTCUR","JPYINR","OPTION","08-Dec-2023",57.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.11,"JPYINR"
"5409","OPTCUR","JPYINR","OPTION","08-Dec-2023",57.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.18,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0375,"JPYINR"
"5415","OPTCUR","JPYINR","OPTION","08-Dec-2023",58,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.055,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.01,"JPYINR"
"5419","OPTCUR","JPYINR","OPTION","08-Dec-2023",58.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5421","OPTCUR","JPYINR","OPTION","08-Dec-2023",58.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5545","OPTCUR","JPYINR","OPTION","08-Dec-2023",58.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5555","OPTCUR","JPYINR","OPTION","08-Dec-2023",59,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5557","OPTCUR","JPYINR","OPTION","08-Dec-2023",59.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5559","OPTCUR","JPYINR","OPTION","08-Dec-2023",59.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5563","OPTCUR","JPYINR","OPTION","08-Dec-2023",59.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5588","OPTCUR","JPYINR","OPTION","08-Dec-2023",60,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5606","OPTCUR","JPYINR","OPTION","08-Dec-2023",60.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5652","OPTCUR","JPYINR","OPTION","08-Dec-2023",60.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"5654","OPTCUR","JPYINR","OPTION","08-Dec-2023",60.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3175,"JPYINR"
"5656","OPTCUR","JPYINR","OPTION","08-Dec-2023",61,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.28,"JPYINR"
"5756","OPTCUR","JPYINR","OPTION","08-Dec-2023",61.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2475,"JPYINR"
"5797","OPTCUR","JPYINR","OPTION","08-Dec-2023",61.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2175,"JPYINR"
"5804","OPTCUR","JPYINR","OPTION","08-Dec-2023",61.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.19,"JPYINR"
"5824","OPTCUR","JPYINR","OPTION","08-Dec-2023",62,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1675,"JPYINR"
"5826","OPTCUR","JPYINR","OPTION","08-Dec-2023",62.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.145,"JPYINR"
